Артикул,Артикул Каспи,Название,Ссылка,Статус,NTIN,Город,Цена,Цена 1 места,Цена закупа,Автоснижение,Мин.цена,Автоповышение,Макс.цена,Шаг демпинга,Позиция,Остатки,Предзаказ
23465332269,115589213,Кухня-мойка 138109,https://kaspi.kz/shop/p/kuhnja-moika-138109-115589213/,Снято с продажи,,Астана,3595,0,0,0,0,0,0,0,0,0,0
210275377,131616208,210275377 3W G4 6000K 1 шт,https://kaspi.kz/shop/p/210275377-3w-g4-6000k-1-sht-131616208/,Снято с продажи,,Астана,750,0,0,0,0,0,0,0,0,0,0
23465332265,116826445,"Овощерезка 30055273_031101326, пластик, нерж.сталь",https://kaspi.kz/shop/p/ovoscherezka-30055273-031101326-plastik-nerzh-stal--116826445/,Снято с продажи,,Астана,7999,8654,0,1,8365,1,0,0,0,0,0
23465332196,103965534,"Накладка на углы 00327, 1 шт, силикон, белый",https://kaspi.kz/shop/p/nakladka-na-ugly-00327-1-sht-silikon-belyi-103965534/,Снято с продажи,,Астана,119,0,0,0,0,0,0,0,0,0,0
280847180,122032561,"Шлейка 30105439_280847180 для прогулки S белый, голубой, синий",https://kaspi.kz/shop/p/shleika-30105439-280847180-dlja-progulki-s-belyi-goluboi-sinii-122032561/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
23465332198,131245671,Органайзер 707 серый,https://kaspi.kz/shop/p/organaizer-707-seryi-131245671/,Опубликовано,,Астана,2500,2349,0,0,2100,0,0,0,0,0,0
23465332234,110575789,"Набор для мойки ,детейлинга авто DtD",https://kaspi.kz/shop/p/nabor-dlja-moiki-deteilinga-avto-dtd-110575789/,Снято с продажи,,Астана,3898,3850,0,1,3600,1,0,0,0,0,0
11779264734,116643314,Запасной блок для роллера 389845797 белый,https://kaspi.kz/shop/p/zapasnoi-blok-dlja-rollera-389845797-belyi-116643314/,Снято с продажи,,Астана,2399,2400,0,1,1500,1,0,0,0,0,0
23465332268,115740522,"Wedo 2.0 45300, деталей 280 шт",https://kaspi.kz/shop/p/wedo-2-0-45300-detalei-280-sht-115740522/,Снято с продажи,,Астана,9200,9598,0,0,9500,0,0,0,0,0,0
11779264762,108222954,Блокиратор для мебели,https://kaspi.kz/shop/p/blokirator-dlja-mebeli-108222954/,Снято с продажи,,Астана,300,398,0,1,300,1,0,0,0,0,0
754332429,124135420,"Бассейн каркасный 345, 65x65x70 см",https://kaspi.kz/shop/p/bassein-karkasnyi-345-65x65x70-sm-124135420/,Снято с продажи,,Астана,15820,14599,0,0,14000,0,0,0,0,0,0
208890565,124282930,Вешалка 101 черный 1 шт,https://kaspi.kz/shop/p/veshalka-101-chernyi-1-sht-124282930/,Снято с продажи,,Астана,750,0,0,0,0,0,0,0,0,0,0
122050553,131455745,"Medicube микротоковый массажер, аппарат для RF-лифтинга, светотерапия, многофункциональный аппарат",https://kaspi.kz/shop/p/medicube-mikrotokovyi-massazher-apparat-dlja-rf-liftinga-svetoterapija-mnogofunktsional-nyi-apparat-131455745/,Снято с продажи,,Астана,123999,0,0,0,0,0,0,0,0,0,0
23465332212,136500941,"Medicube микротоковый массажер, аппарат для RF-лифтинга",https://kaspi.kz/shop/p/medicube-mikrotokovyi-massazher-apparat-dlja-rf-liftinga-136500941/,Снято с продажи,,Астана,120000,0,0,0,0,0,0,0,0,0,0
23465332211,135318977,"Medicube микротоковый массажер, аппарат для RF-лифтинга",https://kaspi.kz/shop/p/medicube-mikrotokovyi-massazher-apparat-dlja-rf-liftinga-135318977/,Снято с продажи,,Астана,129990,129991,0,1,110000,1,0,0,0,0,0
108498948_705451265,108498948,"Подсвечник Базовая коллекция 941630_3, металл, нержавеющая сталь",https://kaspi.kz/shop/p/podsvechnik-bazovaja-kollektsija-941630-3-metall-nerzhavejuschaja-stal--108498948/,Снято с продажи,,Астана,2500,0,0,0,0,0,0,0,0,0,0
104757950_510837388,106256074,AVTO-J органайзер AJORG114 черный,https://kaspi.kz/shop/p/avto-j-organaizer-ajorg114-chernyi-106256074/,Снято с продажи,,Астана,1120,970,0,0,850,0,0,0,0,0,0
104641641_036259353,109923387,Кухонный силиконовый кулинарный коврик для раскатки тесто,https://kaspi.kz/shop/p/kuhonnyi-silikonovyi-kulinarnyi-kovrik-dlja-raskatki-testo-109923387/,Снято с продажи,,Астана,100,912,0,1,840,1,0,0,0,0,0
302774808,135033223,"Декоративный светильник 302774808, пластик",https://kaspi.kz/shop/p/dekorativnyi-svetil-nik-302774808-plastik-135033223/,Снято с продажи,,Астана,750,0,0,0,0,0,0,0,0,0,0
23465332264,132745063,WT-158 плойка 32 мм,https://kaspi.kz/shop/p/wt-158-ploika-32-mm-132745063/,Снято с продажи,,Астана,4999,4200,0,1,4999,1,0,0,0,0,0
677105951,128716200,Цифровое пианино 30105439_677105951,https://kaspi.kz/shop/p/tsifrovoe-pianino-30105439-677105951-128716200/,Опубликовано,,Астана,19633,22000,0,0,18000,0,22000,0,0,0,0
026707904,135605764,"Набор для специй 287950249, пластик",https://kaspi.kz/shop/p/nabor-dlja-spetsii-287950249-plastik-135605764/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
113027303_939194914,117235649,Egg Roll Stick плойка волновая 32 мм,https://kaspi.kz/shop/p/egg-roll-stick-ploika-volnovaja-32-mm-117235649/,Снято с продажи,,Астана,2999,3000,0,1,0,1,0,0,0,0,0
23465332200,114077319,Салфетка,https://kaspi.kz/shop/p/salfetka-114077319/,Опубликовано,,Астана,532,713,0,0,674,0,0,0,0,0,0
281497372,122850549,"Шлейка с поводком 281497372 для прогулки S голубой, мультиколор",https://kaspi.kz/shop/p/shleika-s-povodkom-281497372-dlja-progulki-s-goluboi-mul-tikolor-122850549/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
23465332206,138716225,Органайзер пластик,https://kaspi.kz/shop/p/organaizer-plastik-138716225/,Снято с продажи,,Астана,100,0,0,0,0,0,0,0,0,0,0
658746071,135780706,Поясная сумка 30105439_658746071 1 л черный,https://kaspi.kz/shop/p/pojasnaja-sumka-30105439-658746071-1-l-chernyi-135780706/,Опубликовано,,Астана,8000,0,0,0,0,0,0,0,0,0,0
11779264755,105564756,DooYes Мягкая лента на углы мебели и стен,https://kaspi.kz/shop/p/dooyes-mjagkaja-lenta-na-ugly-mebeli-i-sten-105564756/,Опубликовано,,Астана,1899,1998,0,0,1200,0,0,0,0,0,0
11779264747,129350695,Букет из сухоцветов 42 см,https://kaspi.kz/shop/p/buket-iz-suhotsvetov-42-sm-129350695/,Снято с продажи,,Астана,2980,2332,0,1,3123,1,0,0,0,0,0
23465332226,139433025,Бюстгальтер 30105439_417678461 светло-серый 44-46,https://kaspi.kz/shop/p/bjustgal-ter-30105439-417678461-svetlo-seryi-44-46-139433025/,Снято с продажи,,Астана,2750,2750,0,0,0,0,0,0,0,0,0
725825283,122142191,Шлейка с поводком 725825283 для прогулки M желтый,https://kaspi.kz/shop/p/shleika-s-povodkom-725825283-dlja-progulki-m-zheltyi-122142191/,Опубликовано,,Астана,2500,0,0,0,0,0,0,0,0,0,0
11779264753,114095179,"Подвесной органайзер 575090 1 шт, ABS-пластик",https://kaspi.kz/shop/p/podvesnoi-organaizer-575090-1-sht-abs-plastik-114095179/,Снято с продажи,,Астана,910,1283,0,0,800,0,0,0,0,0,0
460390969,122847570,"3M стоппер 12, для межкомнатных дверей",https://kaspi.kz/shop/p/3m-stopper-12-dlja-mezhkomnatnyh-dverei-122847570/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
997217641,107019099,Balance Alifamily серый,https://kaspi.kz/shop/p/balance-alifamily-seryi-107019099/,Снято с продажи,,Астана,2988,3727,0,0,2700,0,0,0,0,0,0
11779264752,101173230,Магнитный толщиномер ALLOSUN BIT 3003,https://kaspi.kz/shop/p/magnitnyi-tolschinomer-allosun-bit-3003-101173230/,Опубликовано,,Астана,1914,1915,0,0,1550,0,0,0,0,0,0
524259534,131827487,Lapka PHDZ-11 плойка волновая 32 мм,https://kaspi.kz/shop/p/lapka-phdz-11-ploika-volnovaja-32-mm-131827487/,Снято с продажи,,Астана,3990,0,0,1,0,1,0,0,0,0,0
997217640,135852611,Чехол для Apple iPhone 15 Pro Max прозрачный,https://kaspi.kz/shop/p/chehol-dlja-apple-iphone-15-pro-max-prozrachnyi-135852611/,Снято с продажи,,Астана,450,1000,0,0,0,0,0,0,0,0,0
11779264763,113870780,"Набор аксессуаров L1221 белый, черный",https://kaspi.kz/shop/p/nabor-aksessuarov-l1221-belyi-chernyi-113870780/,Снято с продажи,,Астана,7000,6000,0,1,7000,1,0,0,0,0,0
11779264754,123395219,"Накладка на углы Крошка Я 9499527, 1 шт, каучук, серый",https://kaspi.kz/shop/p/nakladka-na-ugly-kroshka-ja-9499527-1-sht-kauchuk-seryi-123395219/,Опубликовано,,Астана,2408,2396,0,0,0,0,0,0,0,0,0
11779264750,119591627,100000077,https://kaspi.kz/shop/p/100000077-119591627/,Снято с продажи,,Астана,5907,6898,0,0,6400,0,0,0,0,0,0
136994636_6543213123,136994636,Микротоковый массажер,https://kaspi.kz/shop/p/mikrotokovyi-massazher-136994636/,Снято с продажи,,Астана,2500,2200,0,1,2500,1,0,0,0,0,0
550235151,124537266,Набор для создания отпечатка рук и ног младенцев,https://kaspi.kz/shop/p/nabor-dlja-sozdanija-otpechatka-ruk-i-nog-mladentsev-124537266/,Опубликовано,,Астана,1473,1634,0,0,0,0,0,0,0,0,0
117847407_68453131,117847407,Пояс 17224275_Пояс для похудения 4 м черный универсальный,https://kaspi.kz/shop/p/pojas-17224275-pojas-dlja-pohudenija-4-m-chernyi-universal-nyi-117847407/,Снято с продажи,,Астана,1100,1049,0,1,1100,1,0,0,0,0,0
101902634_123126575,101902634,TIANXUN GP-Pointer MD-700,https://kaspi.kz/shop/p/tianxun-gp-pointer-md-700-101902634/,Опубликовано,,Астана,3400,3699,0,0,3700,0,0,0,0,0,0
106638204_64531313,106638204,CrossFit Asd190 300 см серый,https://kaspi.kz/shop/p/crossfit-asd190-300-sm-seryi-106638204/,Снято с продажи,,Астана,1214,1293,0,1,1043,1,0,0,0,0,0
105607592_86453121,105607592,GP Пинпоинтер M700 + тарелка для золота,https://kaspi.kz/shop/p/gp-pinpointer-m700-tarelka-dlja-zolota-105607592/,Снято с продажи,,Астана,8659,9991,0,0,6250,0,0,0,0,0,0
123394923_4865413131,123394923,Medicube микротоковый массажер,https://kaspi.kz/shop/p/medicube-mikrotokovyi-massazher-123394923/,Снято с продажи,,Астана,99136,99137,0,1,95000,1,0,0,0,0,0
132035888_389560058,132035888,Ролик 439371187 зеленый,https://kaspi.kz/shop/p/rolik-439371187-zelenyi-132035888/,Снято с продажи,,Астана,2047,2090,0,1,1500,1,0,0,0,0,0
9687463532,119576192,"Вакуумный пакет Rise pack полиэстер 28х500 см, 2 шт",https://kaspi.kz/shop/p/vakuumnyi-paket-rise-pack-poliester-28h500-sm-2-sht-119576192/,Снято с продажи,,Астана,2400,2485,0,0,2500,0,0,0,0,0,0
132322764_56464896,132322764,"JK108 фен-щетка черный, розовый",https://kaspi.kz/shop/p/jk108-fen-schetka-chernyi-rozovyi-132322764/,Опубликовано,,Астана,4508,3499,0,0,4999,0,0,0,0,0,0
106892912_544654313,106892912,Коврик черный 60x40 см,https://kaspi.kz/shop/p/kovrik-chernyi-60x40-sm-106892912/,Снято с продажи,,Астана,1500,2401,0,0,1580,0,0,0,0,0,0
112435926_8465313231,112435926,Dpets черный 60x45 см,https://kaspi.kz/shop/p/dpets-chernyi-60x45-sm-112435926/,Снято с продажи,,Астана,1500,1960,0,0,1580,0,0,0,0,0,0
114896377_84351321,114896377,Черный 60 см x 40 см,https://kaspi.kz/shop/p/chernyi-60-sm-x-40-sm-114896377/,Снято с продажи,,Астана,1500,2402,0,0,1580,0,0,0,0,0,0
11779264732,119576199,Вакуумный пакет Rise pack рулоны вакуумные рифленные 154026745 полиэстер 500 см 3 шт,https://kaspi.kz/shop/p/vakuumnyi-paket-rise-pack-rulony-vakuumnye-riflennye-154026745-poliester-500-sm-3-sht-119576199/,Снято с продажи,,Астана,3664,3483,0,0,3600,0,0,0,0,0,0
105258599_713297371,105258599,Набор для приготовления напитков 545642730 серебристый,https://kaspi.kz/shop/p/nabor-dlja-prigotovlenija-napitkov-545642730-serebristyi-105258599/,Опубликовано,,Астана,13500,16999,0,0,12799,0,0,0,0,0,0
117790209_84131312,117790209,Старательский лоток Gold1 для промывки золота,https://kaspi.kz/shop/p/staratel-skii-lotok-gold1-dlja-promyvki-zolota-117790209/,Снято с продажи,,Астана,2400,1778,0,0,1780,0,0,0,0,0,0
119576164,119576168,Rise pack рулон вакуумный 25х500см,https://kaspi.kz/shop/p/rise-pack-rulon-vakuumnyi-25h500sm-119576168/,Снято с продажи,,Астана,1690,0,0,0,0,0,0,0,0,0,0
133152467_128459473,133152467,Набор для приготовления напитков 614874277 серебристый,https://kaspi.kz/shop/p/nabor-dlja-prigotovlenija-napitkov-614874277-serebristyi-133152467/,Опубликовано,,Астана,16990,16979,0,0,12799,0,0,0,0,0,0
121156296_56432131,121156296,для удаления пылевого клеща фиолетовый,https://kaspi.kz/shop/p/dlja-udalenija-pylevogo-klescha-fioletovyi-121156296/,Снято с продажи,,Астана,4999,6940,0,0,6200,0,0,0,0,0,0
118313298_84513211231,118313298,Обруч массажный фиолетовый 110 см,https://kaspi.kz/shop/p/obruch-massazhnyi-fioletovyi-110-sm-118313298/,Опубликовано,,Астана,2700,2800,0,0,2850,0,0,0,0,0,0
23465332263,132220145,JK108 плойка 38 мм,https://kaspi.kz/shop/p/jk108-ploika-38-mm-132220145/,Снято с продажи,,Астана,3624,3990,0,1,4600,1,0,0,0,0,0
113456401_23465332271,110339238,A STEEL набор для приготовления напитков 65286 серебристый,https://kaspi.kz/shop/p/a-steel-nabor-dlja-prigotovlenija-napitkov-65286-serebristyi-110339238/,Снято с продажи,,Астана,27989,27990,0,1,12799,1,0,0,0,0,0
23465332187,118726383,361 Degrees P-013,https://kaspi.kz/shop/p/361-degrees-p-013-118726383/,Снято с продажи,,Астана,3483,3490,0,1,2500,1,0,0,0,0,0
119576164_564321546,119576164,Rise pack рулон вакуумный рифленный 28х500см,https://kaspi.kz/shop/p/rise-pack-rulon-vakuumnyi-riflennyi-28h500sm-119576164/,Снято с продажи,,Астана,1350,1350,0,0,1350,0,0,0,0,0,0
479650377,141834259,479650377 рисунок,https://kaspi.kz/shop/p/479650377-risunok-141834259/,Снято с продажи,,Астана,3950,0,0,1,2599,1,0,0,0,0,0
113919027_508925992,113919027,SC16 черный,https://kaspi.kz/shop/p/sc16-chernyi-113919027/,Снято с продажи,,Астана,2200,2255,0,0,2320,0,0,0,0,0,0
129566778_314335679,129566778,"Lightning, USB Type-C, USB черный",https://kaspi.kz/shop/p/lightning-usb-type-c-usb-chernyi-129566778/,Снято с продажи,,Астана,2200,1989,0,0,2320,0,0,0,0,0,0
752084800,141869933,30397554_752084800 универсальный черный,https://kaspi.kz/shop/p/30397554-752084800-universal-nyi-chernyi-141869933/,Снято с продажи,,Астана,22500,0,0,0,0,0,0,0,0,0,0
320410749,141869809,Разделитель для ящиков 30397554_320410749 белый 1 шт,https://kaspi.kz/shop/p/razdelitel-dlja-jaschikov-30397554-320410749-belyi-1-sht-141869809/,Опубликовано,,Астана,3999,0,0,0,0,0,0,0,0,0,0
093812063,141870438,Накидка 093812063 S рисунок,https://kaspi.kz/shop/p/nakidka-093812063-s-risunok-141870438/,Снято с продажи,,Астана,3950,0,0,1,2599,1,0,0,0,0,0
316406043,141891543,30397554_316406043 универсальный черный,https://kaspi.kz/shop/p/30397554-316406043-universal-nyi-chernyi-141891543/,Снято с продажи,,Астана,24000,0,0,0,0,0,0,0,0,0,0
335100518,141895849,"Настольный органайзер 335100518, предметов 1 шт, серый",https://kaspi.kz/shop/p/nastol-nyi-organaizer-335100518-predmetov-1-sht-seryi-141895849/,Снято с продажи,,Астана,2200,2099,0,1,2200,1,0,0,0,0,0
